Indicator Category,Indicator,Year,Gender,Race/ Ethnicity,Value,Place
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Are Obese,2013,Both,White,15.3,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,All,14.2,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Male,All,18.6,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Female,All,10.4,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Male,All,29.2,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Female,All,13.6,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,All,21.3,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Male,All,26.2,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Female,All,12,"Atlanta (Fulton County), GA"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2013,Both,Black,12.5,"Baltimore, MD"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,All,19.7,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,Black,9.6,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,Black,18.2,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,Black,16.3,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2013,Both,White,19.2,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2012,Both,White,30.1,"Atlanta (Fulton County), GA"
Behavioral Health/Substance Abuse,Percent of Adults Who Binge Drank,2011,Both,White,20.4,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2011,Both,All,14.2,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2011,Female,All,12.1,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2011,Male,All,16,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2012,Both,All,19.4,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2012,Female,All,11.2,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2012,Male,All,27.7,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2013,Both,All,16,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2013,Female,All,12.5,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2013,Male,All,20.1,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2011,Both,Black,16,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2012,Both,Black,24.1,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2013,Both,Black,20.4,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2013,Both,White,12.7,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2011,Both,White,11.8,"Atlanta (Fulton County), GA"
Tobacco,Percent of Adults Who Currently Smoke,2012,Both,White,17.2,"Atlanta (Fulton County), GA"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Male,All,23,"Atlanta (Fulton County), GA"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Both,All,27.2,"Atlanta (Fulton County), GA"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Female,All,24.7,"Atlanta (Fulton County), GA"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,All,23.8,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,13.6,"Atlanta (Fulton County), GA"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Both,Black,28.7,"Atlanta (Fulton County), GA"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,Black,21.7,"Atlanta (Fulton County), GA"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2013,Both,White,29.8,"Atlanta (Fulton County), GA"
"Nutrition, Physical Activity, & Obesity",Percent of Adults Who Meet CDC-Recommended Physical Activity Levels,2011,Both,White,29.9,"Atlanta (Fulton County), GA"
Demographics,Percent of Children Living in Poverty,2013,Both,All,40,"Atlanta (Fulton County), GA"
Demographics,Percent of Children Living in Poverty,2012,Both,All,40.3,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,10.6,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,10,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,10.4,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,10.2,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,6.9,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,8.6,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,13.6,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,13.1,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,7.8,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,6,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,6.9,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Multiracial,9.9,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Multiracial,8.6,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Multiracial,8.9,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,6.7,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,7.2,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,7,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,All,68.6,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2011,Female,All,66.4,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2012,Female,All,69.8,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,Asian/PI,73.3,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2011,Female,Asian/PI,82.6,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2012,Female,Asian/PI,57.1,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,Black,67.3,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2011,Female,Black,65.6,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2012,Female,Black,68.7,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,Hispanic,70.1,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2011,Female,Hispanic,65.9,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2012,Female,Hispanic,72.2,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,Multiracial,71.7,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2011,Female,Multiracial,65.7,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2012,Female,Multiracial,79.2,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,White,80,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2011,Female,White,76.8,"Atlanta (Fulton County), GA"
Maternal and Child Health,Percent of Mothers Under Age 20,2012,Female,White,85.5,"Atlanta (Fulton County), GA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2011,Both,All,1508.8,"Atlanta (Fulton County), GA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Both,All,1581.7,"Atlanta (Fulton County), GA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Female,All,514.7,"Atlanta (Fulton County), GA"
Demographics,Race/Ethnicity,2013,Both,Other,0.1,"Atlanta (Fulton County), GA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Male,All,2682.6,"Atlanta (Fulton County), GA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2013,Both,All,1613.3,"Atlanta (Fulton County), GA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Both,Black,2444,"Atlanta (Fulton County), GA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Both,Hispanic,731.7,"Atlanta (Fulton County), GA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Both,White,702.4,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,14.6,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,10.8,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,22,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,10.5,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,9.7,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,11.9,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,11.2,"Atlanta (Fulton County), GA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,All,3.5,"Baltimore, MD"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,10.1,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,13.5,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,18.3,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,11.3,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,12.5,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Multiracial,104.2,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,11.6,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,10.1,"Atlanta (Fulton County), GA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,10.3,"Atlanta (Fulton County), GA"
Demographics,Race/Ethnicity,2013,Both,American Indian/Alaska Native,0.1,"Atlanta (Fulton County), GA"
Demographics,Race/Ethnicity,2013,Both,Asian/PI,3.6,"Atlanta (Fulton County), GA"
Demographics,Race/Ethnicity,2013,Both,Black,52.9,"Atlanta (Fulton County), GA"
Demographics,Race/Ethnicity,2013,Both,Hispanic,5.3,"Atlanta (Fulton County), GA"
Demographics,Race/Ethnicity,2013,Both,Multiracial,1.5,"Atlanta (Fulton County), GA"
Demographics,Race/Ethnicity,2013,Both,White,36.3,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2011,Both,All,11.2,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2011,Male,All,19.6,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2012,Both,All,11.2,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2012,Female,All,5.7,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2012,Male,All,17.5,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2013,Both,All,12.5,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2013,Female,All,6.7,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2013,Male,All,19.3,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2011,Both,Black,7,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2012,Both,Black,6.5,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2013,Both,Black,6.9,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2011,Both,White,14.1,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2012,Both,White,15.7,"Atlanta (Fulton County), GA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2013,Both,White,17.4,"Atlanta (Fulton County), GA"
Demographics,Unemployment Rate Ages 16+,2013,Both,All,11.3,"Atlanta (Fulton County), GA"
Demographics,Unemployment Rate Ages 16+,2012,Both,All,14.7,"Atlanta (Fulton County), GA"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2010,Both,All,57.9,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2010,Female,All,41.7,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2010,Male,All,76.5,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2011,Both,All,58.2,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2011,Female,All,40.2,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2011,Male,All,79,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Both,All,72.3,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Female,All,46.9,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Male,All,101.7,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,14.4,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2010,Both,Black,78.5,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2011,Both,Black,78.4,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Both,Black,101.1,"Baltimore, MD"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2013,Both,All,10.3,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2010,Both,Hispanic,44.4,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,67.9,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,28.5,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2010,Both,White,15.8,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2011,Both,White,15.3,"Baltimore, MD"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Both,White,18.5,"Baltimore, MD"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,213.9,"Baltimore, MD"
"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,241.6,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Both,All,77.6,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Female,All,44.9,"Baltimore, MD"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2011,Both,Black,14.6,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,115.2,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,81.4,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,39.4,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,129.8,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,89.9,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Female,All,48.7,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Male,All,137.6,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,14.4,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Both,Black,108.3,"Baltimore, MD"
Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",2012,Both,Black,12.7,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,107.4,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,125.1,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Both,Hispanic,59.1,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,72.8,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,71.3,"Baltimore, MD"
